instance,family,seed,init,algo,feasible,violation,best_max_avg,best_sum_avg,elapsed_s,error
data/MSB/8,MSB,1,round_robin,sa,True,0.0,1.5,13.25,0.20000100135803223,
data/MSB/8,MSB,1,round_robin,tabu,True,0.0,1.3333333333333333,13.666666666666666,0.2006230354309082,
data/MSB/8,MSB,1,round_robin,ga,True,0.0,1.3333333333333333,13.666666666666666,0.2032608985900879,
data/MSB/8,MSB,1,random,ls,True,0.0,1.3333333333333333,13.666666666666666,0.20001220703125,
data/MSB/8,MSB,1,random,sa,True,0.0,1.3333333333333333,13.666666666666666,0.20002198219299316,
data/MSB/8,MSB,1,random,tabu,True,0.0,1.3333333333333333,13.666666666666666,0.2003631591796875,
data/MSB/8,MSB,1,random,ga,True,0.0,1.3333333333333333,13.666666666666666,0.20377397537231445,
data/MSB/8,MSB,1,greedy_fair,ls,True,0.0,2.0,14.083333333333334,0.20001888275146484,
data/MSB/8,MSB,1,greedy_fair,sa,True,0.0,2.0,14.083333333333334,0.2000141143798828,
data/MSB/8,MSB,1,greedy_fair,tabu,True,0.0,1.3333333333333333,13.75,0.2000880241394043,
data/MSB/8,MSB,1,greedy_fair,ga,True,0.0,1.5,15.0,0.2008810043334961,
data/MSE/6,MSE,1,round_robin,ls,False,111.0,12.0,71.85000000000001,0.20000100135803223,
data/MSE/6,MSE,1,round_robin,sa,False,111.0,12.0,71.85000000000001,0.2000408172607422,
data/MSE/6,MSE,1,round_robin,tabu,False,70.0,12.0,72.35,0.20001721382141113,
data/MSE/6,MSE,1,round_robin,ga,False,111.0,12.0,71.85000000000001,9.172149896621704,
data/MSE/6,MSE,1,random,ls,False,149.0,13.0,72.6,0.2000288963317871,
data/MSE/6,MSE,1,random,sa,False,90.0,13.0,80.63333333333333,0.20000004768371582,
data/MSE/6,MSE,1,random,tabu,False,61.0,11.2,73.1,0.20024323463439941,
data/MSE/6,MSE,1,random,ga,False,112.0,13.666666666666666,81.81666666666666,9.082655906677246,
data/MSE/6,MSE,1,greedy_fair,ls,False,126.0,12.0,70.16666666666667,0.20001673698425293,
data/MSE/6,MSE,1,greedy_fair,sa,False,120.0,12.0,77.63333333333334,0.2000422477722168,
data/MSE/6,MSE,1,greedy_fair,tabu,False,98.0,13.0,88.0,0.2001659870147705,
data/MSE/6,MSE,1,greedy_fair,ga,False,112.0,13.666666666666666,81.81666666666666,9.181429862976074,
data/MMLE/2,MMLE,1,round_robin,ls,True,0.0,36.689655172413794,874.9560462241126,0.20005393028259277,
data/MMLE/2,MMLE,1,round_robin,sa,True,0.0,36.689655172413794,874.9560462241126,0.2003788948059082,
data/MMLE/2,MMLE,1,round_robin,tabu,True,0.0,36.689655172413794,874.9560462241126,0.20732641220092773,
data/MMLE/2,MMLE,1,round_robin,ga,True,0.0,36.689655172413794,874.9560462241126,134.97122597694397,
data/MMLE/2,MMLE,1,random,ls,False,943.0,27.764705882352942,934.8401103752699,0.20007014274597168,
data/MMLE/2,MMLE,1,random,sa,False,1015.0,27.764705882352942,935.3552763941733,0.20025014877319336,
data/MMLE/2,MMLE,1,random,tabu,False,928.0,27.764705882352942,934.9412547187798,0.2061476707458496,
data/MMLE/2,MMLE,1,random,ga,False,1386.0,27.764705882352942,935.0039076890672,135.35512375831604,
data/MMLE/2,MMLE,1,greedy_fair,ls,False,684.0,47.5,982.0701787728857,0.20013689994812012,
data/MMLE/2,MMLE,1,greedy_fair,sa,False,663.0,47.55555555555556,982.8548517937883,0.20021677017211914,
data/MMLE/2,MMLE,1,greedy_fair,tabu,False,824.0,47.55555555555556,982.5557954671045,0.2005608081817627,
data/MMLE/2,MMLE,1,greedy_fair,ga,False,1049.0,47.55555555555556,982.5930421511497,135.17169499397278,
data/FSE/10,FSE,1,round_robin,ls,False,356.0,17.0,33.8,0.20000195503234863,
data/FSE/10,FSE,1,round_robin,sa,False,303.0,15.8,30.8,0.20000386238098145,
data/FSE/10,FSE,1,round_robin,tabu,False,224.0,15.0,24.4,0.20001721382141113,
data/FSE/10,FSE,1,round_robin,ga,False,225.0,13.0,22.6,0.20113492012023926,
data/FSE/10,FSE,1,random,ls,False,324.0,17.0,34.0,0.20000100135803223,
data/FSE/10,FSE,1,random,sa,False,283.0,16.4,31.4,0.2000110149383545,
data/FSE/10,FSE,1,random,tabu,False,225.0,13.0,23.4,0.20004010200500488,
data/FSE/10,FSE,1,random,ga,False,225.0,13.0,22.6,0.20161795616149902,
data/FSE/10,FSE,1,greedy_fair,ls,False,356.0,17.0,33.8,0.20000505447387695,
data/FSE/10,FSE,1,greedy_fair,sa,False,303.0,15.8,30.8,0.20000886917114258,
data/FSE/10,FSE,1,greedy_fair,tabu,False,224.0,15.0,24.4,0.20011496543884277,
data/FSE/10,FSE,1,greedy_fair,ga,False,225.0,13.0,22.6,0.20150017738342285,
